;TINFOLEAK Report;;;;;;;;;;;;;;;;
;Vicente Aguilera Díaz;;;;;;;;;;;;;;;;
;@VAguileraDiaz;;;;;;;;;;;;;;;;
;www.isecauditors.com;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;>>> Date:;09/07/2020;;;;;;;;;;;;;;;
;>>> Time:;2:33;;;;;;;;;;;;;;;
;>>> Analyzed user:;CronicasDeRafa;;;;;;;;;;;;;;;
;>>> Information:;Followers;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
#;ID;USERNAME;SCREEN NAME;DESCRIPTION;PROFILE IMAGE URL;PROFILE BANNER URL;CREATED AT;LOCATION;TIME_ZONE;GEO ENABLED;FOLLOWERS COUNT;FRIENDS COUNT;STATUSES COUNT;LISTED COUNT;FAVOURITES COUNT;USER VERIFIED;USER LANG
1;1,09E+32;Jorge;Jorge18176854;Politics Politics Soccer;http://pbs.twimg.com/profile_images/1157107259001974784/4pI3eXwl_normal.jpg;;11/02/2019 16:34;New York, NY;;False;3;60;262;0;1507;False;
2;9,32E+31;Jean Sierra;JeanSierra11;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;19/11/2017 2:45;;;False;0;10;0;0;0;False;
3;1,26E+31;Lucianitassj;Lucianitassj;Ssj babyyyy;http://pbs.twimg.com/profile_images/1256333878542901250/umQ4vRWO_normal.jpg;;01/05/2020 4:33;en tu cora;;False;5;85;40;0;1008;False;
4;1601452758;Kevin Siza Iglesias;KevinSizaI;Barranquillero | Abogado @Udeatlantico | Investigador Social | Secretario General de la @UP_Colombia en el Atlántico.;http://pbs.twimg.com/profile_images/1158166456045068290/f3XACBe3_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;17/07/2013 17:42;Barranquilla, Colombia;;False;664;662;4398;0;14272;False;
5;1,28E+32;JOHNNY MIRANDA RUBIO;JohnnyElProfe;Sé cortés con todos, sociable con muchos, íntimo de pocos, amigo de uno y enemigo de ninguno.;http://pbs.twimg.com/profile_images/1278071405922394114/bu64kxSe_normal.jpg;;30/06/2020 21:01;;;False;204;708;133;0;662;False;
6;443247445;Lozano© jeiler♬;jkoss17;;http://pbs.twimg.com/profile_images/1185226652000948230/0fZYfsTu_normal.jpg;http://abs.twimg.com/images/themes/theme14/bg.gif;22/12/2011 0:10;Colombia;;True;56;189;1730;0;3607;False;
7;1,27E+32;Furibundo Serna;serna_furibundo;Caribe. ☆ Amante de la pachamama. Sociologia+Filosofía.;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;26/05/2020 20:44;;;False;3;103;24;0;17;False;
8;1,27E+32;Lili Botero Botero;LiliBoteroBote1;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;18/06/2020 20:31;;;False;0;30;0;0;0;False;
9;1,19E+31;CarlosCeledon.;carlosC10M;futbol⚽️, Dios, familia❤, leyes. ⚖;http://pbs.twimg.com/profile_images/1228187674197950469/FQlYWJJS_normal.jpg;;18/10/2019 22:42;;;False;33;51;252;0;374;False;
10;1,20E+32;Carlos Segovia;RkjSegovia;Piensa y vive por tu cuenta.;;;;;;;;;;;;;
Ing Industrial.;;;;;;;;;;;;;;;;;
Lector; ecolog..;" sindicalista🌎""";http://pbs.twimg.com/profile_images/1226948531434422272/zymVyUsF_normal.jpg;;01/12/2019 2:32;;;False;457;551;1342;0;3361;False;;;
11;1265968134;lourdes senior;lulysenior;God we us💗👼🏼;http://pbs.twimg.com/profile_images/1241449687640690688/B3NjQN26_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;14/03/2013 2:29;;;False;39;732;106;0;126;False;
12;400921949;andrunegrita;andrunegrita;;http://pbs.twimg.com/profile_images/1612697782/images_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;29/10/2011 19:41;bogota;;False;5;45;1;0;0;False;
13;2205334025;Ivan Parra;ivanparra01;;http://pbs.twimg.com/profile_images/378800000822679284/7900affe9ec83a7ebe342f035cf45c0c_normal.jpeg;http://abs.twimg.com/images/themes/theme1/bg.png;03/12/2013 1:08;Miami;;True;249;258;189;1;122;False;
14;209702998;Rafael Edmundo Gomez⚖;RAFAGOMEZ_06;Abogado Especialista en Derecho Administrativo. Ex funcionario fiscalia General de la Nacion, profesional en Superintendencia de Notariado y Registro.;http://pbs.twimg.com/profile_images/1252319723963981830/4WcwF516_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;29/10/2010 18:49;Monteria - Cordoba;;True;664;1141;5301;2;1800;False;
15;491818085;Gustavo perez gomez;guspergo2;;http://pbs.twimg.com/profile_images/1084586771038588928/bOIe3ILp_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;14/02/2012 1:51;Barranquilla, Colombia;;True;82;368;2841;0;306;False;
16;2626033004;Alex Pulido;apulidopinto;;http://pbs.twimg.com/profile_images/893627004087660546/zJfdFdB__normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;12/07/2014 14:56;;;False;47;146;1262;0;850;False;
