;TINFOLEAK Report;;;;;;;;;;;;;;;;
;Vicente Aguilera Díaz;;;;;;;;;;;;;;;;
;@VAguileraDiaz;;;;;;;;;;;;;;;;
;www.isecauditors.com;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;>>> Date:;09/07/2020;;;;;;;;;;;;;;;
;>>> Time:;1:23;;;;;;;;;;;;;;;
;>>> Analyzed user:;Lucifer34495768;;;;;;;;;;;;;;;
;>>> Information:;Followers;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
#;ID;USERNAME;SCREEN NAME;DESCRIPTION;PROFILE IMAGE URL;PROFILE BANNER URL;CREATED AT;LOCATION;TIME_ZONE;GEO ENABLED;FOLLOWERS COUNT;FRIENDS COUNT;STATUSES COUNT;LISTED COUNT;FAVOURITES COUNT;USER VERIFIED;USER LANG
1;1,27E+32;Juan.;Juan98087001;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;18/06/2020 3:26;;;False;2;6;74;0;9;False;
2;200504266;Analucia Zarama;ChefAnalu;;http://pbs.twimg.com/profile_images/653909759595278336/YgTpwldF_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;09/10/2010 13:39;Colombia;;True;90;138;625;0;1435;False;
3;1,02E+32;El garabato;Juan88448475;(•~•);http://pbs.twimg.com/profile_images/1093267238084378637/mYstaM_J_normal.jpg;;25/07/2018 1:32;;;False;7;266;419;0;1444;False;
4;201947151;Jaimep;jaenpava;pa'lante;http://pbs.twimg.com/profile_images/858834259603324929/O-5wmm_5_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;13/10/2010 0:03;;;True;111;379;884;0;264;False;
5;1,02E+32;Giraldo🌟;Jgiraldo09;''Hay almas que;;;;;;;;;;;;;
6;1,04E+32;☔;thisrocketqueen;¿qué se supone que escriba aquí?;http://pbs.twimg.com/profile_images/1274349104139812864/2UE8DeUB_normal.jpg;;16/09/2018 20:40;Bogotá, D.C., Colombia;;False;45;208;35;0;3396;False;
7;1,24E+32;A11EN. _.;A11EN17;Hola soy de Honduras y maje;http://pbs.twimg.com/profile_images/1244177103161110529/rwKHqmb3_normal.jpg;;29/03/2020 8:13;Honduras;;False;7;147;99;0;130;False;
8;165280072;ALEJANDRO MACHADO.;MachadoAlejo;VENI-VIDI-VICI. lo importante: #AntiUribista;http://pbs.twimg.com/profile_images/1276712412276838405/Us6-WhyR_normal.jpg;http://abs.twimg.com/images/themes/theme1/bg.png;11/07/2010 3:45;Cali, Colombia;;False;18;284;86;0;115;False;
9;1,27E+32;lilith;lilith66594637;las noches son danzadas con la luna mirándome.;http://pbs.twimg.com/profile_images/1274852468221005824/OEnqHffL_normal.jpg;;01/06/2020 6:12;;;False;2;35;19;0;313;False;
10;9,52E+31;Angel Crizler;ACrizler;Sí lees esto significa que tienes ojos, úsalos bien campeón.;http://pbs.twimg.com/profile_images/1097386513736753154/wpkj8_g3_normal.jpg;;12/01/2018 13:05;Hidalgo, México;;False;4;47;41;0;123;False;
11;1,08E+32;MARIA 👸;MariaAmezquit4;;http://pbs.twimg.com/profile_images/1273526582574034944/gictH5Lz_normal.jpg;;29/12/2018 5:03;Bogotá, D.C., Colombia;;False;29;553;443;1;5143;False;
12;1,06E+32;Niurka Tovar;niurka_tovar;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;05/11/2018 0:45;;;False;1;30;1;0;3;False;
13;1,27E+32;Daniel;Daniel59825290;;http://pbs.twimg.com/profile_images/1267467625828925440/0Fx9vi9r_normal.jpg;;01/06/2020 14:45;;;False;2;14;7;0;16;False;
14;1,27E+32;Jessica Gordillo ⚡;JessicaGordil20;Energía ⚡;http://pbs.twimg.com/profile_images/1267495854627307523/EjyvqcFv_normal.jpg;;01/06/2020 16:33;;;False;2;20;0;0;10;False;
15;135725733;Alexandra Estacio;MAET12;Ingeniera Agroforestal en SYNGETA COLOMBIA                        Universidad de Nariño.   ;;;;;;;;;;;;;
Esp Gerencia de Proyectos.          ;;;;;;;;;;;;;;;;;
"       👨🏻‍🌾👩🏻‍🌾🌱🌿""";http://pbs.twimg.com/profile_images/1275190877028265987/s-Y1sDOa_normal.jpg;http://abs.twimg.com/images/themes/theme5/bg.gif;22/04/2010 3:09;Pasto;;True;431;926;17068;1;34516;False;;;;;
16;8,37E+31;José Domingo Jiménez;josedomingojn;Candidato al Concejo de Bogotá #U1 🗳;;;;;;;;;;;;;
Mis 3 ejes:;;;;;;;;;;;;;;;;;
👷🏿 Empleo 🕊 Seguridad 🚗  Movilidad ;;;;;;;;;;;;;;;;;
En mi campaña eres #PrimeroTú 🤝🏼;;;;;;;;;;;;;;;;;
"Psicólogo y Estudiante de Derecho""";http://pbs.twimg.com/profile_images/1158880900760911876/gux2fgmI_normal.jpg;;02/03/2017 21:48;;;True;226;263;198;0;110;False;;;;;
17;1,19E+32;luisa fernanda;777Luisa_;;http://pbs.twimg.com/profile_images/1275651811786010632/8T2c2XCD_normal.jpg;;03/11/2019 16:15;Colombia;;False;12;17;18;0;24;False;
18;1,25E+32;Fatima;Fatuesta2;¿Qué?;http://pbs.twimg.com/profile_images/1277123770508066816/LRWfDekS_normal.jpg;;16/04/2020 6:32;;;False;67;879;227;0;283;False;
19;1,24E+32;Me Quiero Matar;MeQuieroMatar11;Fake.;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;22/03/2020 18:37;;;False;0;67;0;0;0;False;
